Id,SalePrice
1741,176541.5856
1742,169351.6284
1743,189728.7202
1744,261729.1142
1745,239754.5336
1746,260569.4218
1747,228490.0483
1748,229222.5599
1749,158199.8431
1750,156808.285
1751,238036.6507
1752,104733.0634
1753,176657.7357
1754,232482.5032
1755,179852.4112
1756,98927.97471
1757,104670.4077
1758,148247.7219
1759,174794.2396
1760,159252.2148
1761,156189.7698
1762,174622.2693
1763,191180.7659
1764,112570.1727
1765,211789.5562
1766,193014.0789
1767,202051.843
1768,126971.4492
1769,205858.2818
1770,138253.8902
1771,131208.2057
1772,146094.6688
1773,106897.1278
1774,200971.7232
1775,144077.6582
1776,129665.3311
1777,98017.59084
1778,116591.4486
1779,107212.1209
1780,192638.6855
1781,130142.2984
1782,51918.46814
1783,139994.6943
1784,74957.25553
1785,120237.5236
1786,179853.4839
1787,201072.464
1788,-11979.29141
1789,118893.7063
1790,43607.93323
1791,253188.4248
1792,170153.6042
1793,159727.9609
1794,152723.6994
1795,147634.0428
1796,127784.6521
1797,161265.3774
1798,118380.936
1799,93216.91723
1800,113486.3382
1801,106469.7366
1802,176828.2987
1803,185939.7461
1804,129255.4347
1805,142222.8557
1806,149414.577
1807,193848.2621
1808,124990.9236
1809,101305.1868
1810,146354.7161
1811,93639.43804
1812,108230.0346
1813,121264.0656
1814,94639.1841
1815,-2080.151366
1816,94577.44723
1817,124591.6501
1818,182545.1661
1819,138421.9938
1820,52873.07666
1821,158296.7551
1822,187290.3149
1823,18600.06913
1824,161927.5047
1825,126878.983
1826,106717.9849
1827,113437.161
1828,138324.6882
1829,192822.297
1830,192909.7733
1831,197676.9472
1832,146636.4708
1833,174403.9125
1834,143389.0216
1835,181527.8418
1836,176538.5325
1837,62707.98507
1838,146631.3649
1839,63190.74071
1840,111773.7774
1841,126458.7028
1842,105295.51
1843,125104.9426
1844,145533.8342
1845,137940.2103
1846,167440.5185
1847,169708.4793
1848,-18813.01393
1849,105277.3529
1850,121619.8631
1851,158482.0223
1852,121500.63
1853,118571.9424
1854,184925.005
1855,164732.5218
1856,221182.945
1857,156730.3045
1858,166181.614
1859,135994.2644
1860,150319.8614
1861,134799.4708
1862,297970.6221
1863,297970.6221
1864,297970.6221
1865,303860.0183
1866,305482.9781
1867,262562.1559
1868,271213.5076
1869,206055.602
1870,244248.0386
1871,263983.3069
1872,163620.5813
1873,224337.2089
1874,116654.1925
1875,217939.0894
1876,187497.2926
1877,216721.9472
1878,221302.1883
1879,108602.7267
1880,125250.8743
1881,253916.8488
1882,259460.5229
1883,207245.3166
1884,218106.6182
1885,244345.2273
1886,270264.5034
1887,213880.3192
1888,271050.1097
1889,159084.0248
1890,103506.6798
1891,150146.0711
1892,81805.73025
1893,135491.6425
1894,149392.1706
1895,149523.4116
1896,118947.0861
1897,120045.0918
1898,133681.7656
1899,164065.1611
1900,157825.433
1901,150714.789
1902,136842.8668
1903,243879.1325
1904,125472.343
1905,200464.1486
1906,139200.7659
1907,214848.6265
1908,140302.2067
1909,150555.0053
1910,150555.0053
1911,190852.1829
1912,275406.4551
1913,177795.0377
1914,56001.38965
1915,254334.3847
1916,8234.400855
1917,270049.3327
1918,133634.991
1919,172073.3007
1920,182099.5768
1921,333074.4
1922,299876.6057
1923,206466.6078
1924,223858.0434
1925,223056.6062
1926,326946.5977
1927,117193.6044
1928,159485.0926
1929,99757.42722
1930,131183.3122
1931,125448.3348
1932,130955.8177
1933,158699.5643
1934,179836.8878
1935,164523.3608
1936,179868.2157
1937,179545.2829
1938,160735.046
1939,258559.997
1940,227017.1982
1941,181144.2723
1942,180484.8258
1943,230813.8604
1944,292930.2409
1945,315632.8548
1946,197972.2734
1947,285653.9123
1948,199026.6621
1949,235157.1089
1950,202887.2494
1951,265019.5805
1952,243232.2187
1953,172887.9722
1954,222446.4033
1955,135965.9728
1956,316959.4421
1957,191412.9386
1958,290078.8425
1959,163036.2899
1960,86026.45841
1961,123383.5352
1962,119727.6335
1963,121106.0597
1964,114544.0754
1965,170772.1169
1966,184278.9364
1967,271549.5705
1968,335846.3105
1969,321390.9279
1970,354500.9296
1971,391475.0981
1972,323403.835
1973,266913.8156
1974,286363.6196
1975,389197.2488
1976,268971.7544
1977,311809.4195
1978,324553.4791
1979,317153.9233
1980,209522.4146
1981,313314.0091
1982,232585.7845
1983,232585.7845
1984,199081.8641
1985,232493.7685
1986,238904.4708
1987,196683.5098
1988,170187.2846
1989,204680.1121
1990,216932.4104
1991,208618.9923
1992,217925.553
1993,186799.8021
1994,237648.6959
1995,202637.4479
1996,263097.7385
1997,315489.6471
1998,304849.7185
1999,232870.91
2000,296771.8589
2001,254615.8179
2002,243118.1182
2003,274161.0232
2004,261443.276
2005,240775.858
2006,235322.4841
2007,273850.4729
2008,197451.5725
2009,181694.5186
2010,203266.011
2011,133803.3276
2012,193373.3393
2013,174794.8295
2014,181753.8157
2015,202978.8633
2016,181922.0047
2017,207020.7587
2018,115304.8147
2019,106424.7683
2020,106716.5964
2021,104169.1618
2022,190483.4479
2023,160416.9249
2024,231410.4672
2025,337966.2666
2026,199849.4629
2027,150973.883
2028,187513.2801
2029,170665.6719
2030,278431.0011
2031,253986.1181
2032,263237.9201
2033,272469.4112
2034,186181.7924
2035,210739.5087
2036,228443.373
2037,229348.9536
2038,322885.7869
2039,223116.7449
2040,339486.1491
2041,252502.2041
2042,213712.8174
2043,190748.5951
2044,215318.904
2045,230905.815
2046,181832.8241
2047,142900.7682
2048,127867.1289
2049,191379.9615
2050,203216.5276
2051,91100.88315
2052,141100.4353
2053,123970.8847
2054,64095.36002
2055,166269.8527
2056,122547.1528
2057,118269.389
2058,202885.3647
2059,128974.0498
2060,148012.5278
2061,196559.4539
2062,124748.7628
2063,101070.548
2064,146988.8467
2065,128224.1317
2066,200374.9846
2067,132365.0568
2068,197494.0381
2069,61155.73164
2070,112915.9088
2071,65563.05128
2072,196411.1684
2073,131134.4335
2074,205366.2416
2075,147201.9991
2076,124327.9301
2077,135567.6299
2078,117357.4617
2079,164199.7311
2080,136502.0482
2081,145099.4077
2082,158993.5178
2083,152548.9998
2084,102259.0098
2085,123892.1851
2086,126885.9184
2087,139310.8799
2088,119857.8565
2089,88745.56613
2090,149357.7672
2091,91532.62982
2092,132456.8545
2093,143975.9326
2094,143811.3173
2095,176705.7107
2096,95537.84678
2097,88241.46356
2098,171294.3613
2099,-3458.716212
2100,66509.65566
2101,151828.2213
2102,170268.5226
2103,96899.97507
2104,192994.6118
2105,107583.408
2106,53192.53333
2107,254019.611
2108,114114.3557
2109,93232.03725
2110,123021.5547
2111,185477.6168
2112,148329.2414
2113,113484.8022
2114,136353.1569
2115,166977.1986
2116,126846.2281
2117,160278.4156
2118,145278.0524
2119,137563.2143
2120,109948.4409
2121,176262.8488
2122,86254.24143
2123,78299.88515
2124,225307.1456
2125,177950.6132
2126,187730.7996
2127,191227.5898
2128,157446.0599
2129,137695.1211
2130,154230.6653
2131,206789.7976
2132,140342.4713
2133,157221.7314
2134,142707.9767
2135,107607.7242
2136,49409.0464
2137,118363.0518
2138,135566.1168
2139,162051.4048
2140,114524.6572
2141,145387.4896
2142,120523.3878
2143,141296.5559
2144,146250.2863
2145,112100.2547
2146,168705.958
2147,173733.8286
2148,152630.7709
2149,145334.1624
2150,221784.2631
2151,151077.9286
2152,138312.4674
2153,155650.9237
2154,85330.7227
2155,137048.4924
2156,239822.2403
2157,230103.4208
2158,228445.868
2159,220548.1134
2160,182756.8955
2161,273504.4349
2162,356981.2787
2163,309175.8869
2164,261806.507
2165,195281.771
2166,132547.8119
2167,214695.2236
2168,186958.4543
2169,201751.9476
2170,215792.5664
2171,139467.3944
2172,140067.8435
2173,158943.5473
2174,241564.7849
2175,300562.8753
2176,284433.0087
2177,244207.496
2178,233839.2477
2179,143677.8079
2180,240820.4171
2181,215441.6858
2182,244710.5209
2183,210779.9652
2184,121924.6959
2185,121482.486
2186,166574.8232
2187,164612.6039
2188,161874.0984
2189,263598.5933
2190,55900.99445
2191,55900.99445
2192,55037.71788
2193,83555.0542
2194,76756.73187
2195,85059.50855
2196,88273.95205
2197,100540.5963
2198,192018.3096
2199,194829.9664
2200,141600.8274
2201,155184.4608
2202,200252.1118
2203,177154.0307
2204,156307.2713
2205,126611.4306
2206,147096.1505
2207,237262.1592
2208,229390.8312
2209,203317.8061
2210,140458.8461
2211,130616.1295
2212,132672.4663
2213,96831.57131
2214,135207.059
2215,99701.33057
2216,162679.853
2217,-2186.788544
2218,82888.50785
2219,72331.68642
2220,67765.68288
2221,255007.9338
2222,230179.9461
2223,276420.3009
2224,232514.1582
2225,145142.0854
2226,161838.5156
2227,215043.2148
2228,265711.9851
2229,237431.4132
2230,131363.3793
2231,217139.2661
2232,194878.3788
2233,178262.133
2234,238803.1094
2235,208777.7923
2236,266298.8592
2237,301409.1741
2238,241441.8913
2239,103274.2241
2240,170075.7702
2241,144636.6617
2242,136028.5362
2243,124480.7211
2244,73823.38467
2245,72262.37554
2246,126020.2529
2247,107846.3956
2248,100203.6153
2249,102485.9028
2250,123300.1733
2251,145130.1892
2252,203481.5013
2253,153952.9649
2254,169543.1026
2255,184444.5224
2256,192490.9433
2257,210634.7136
2258,193890.5761
2259,179513.8084
2260,170897.5164
2261,218344.1996
2262,229679.757
2263,294910.652
2264,366108.4166
2265,178015.189
2266,277925.6907
2267,305169.8524
2268,345593.048
2269,178930.6553
2270,191511.9486
2271,232407.2767
2272,216281.7996
2273,170159.3822
2274,182036.8655
2275,191040.2093
2276,205378.8768
2277,197512.5022
2278,155175.6824
2279,109545.2221
2280,84013.11711
2281,183587.3144
2282,185418.1898
2283,125749.7572
2284,136413.013
2285,168014.7518
2286,115243.6786
2287,310586.9603
2288,279596.3893
2289,314222.776
2290,356598.886
2291,293195.5897
2292,354369.0025
2293,372308.1166
2294,349375.4079
2295,380208.2644
2296,278841.9062
2297,268847.7378
2298,311889.3509
2299,335518.4591
2300,294268.0742
2301,255233.4164
2302,249647.991
2303,262475.5763
2304,271599.7691
2305,182712.5016
2306,182712.5016
2307,184755.9429
2308,250476.2157
2309,275296.5173
2310,231169.1923
2311,212419.0145
2312,171156.2217
2313,170186.9405
2314,185973.9783
2315,167978.1591
2316,190484.3755
2317,180794.9552
2318,168864.3386
2319,189311.0818
2320,200306.866
2321,263329.3751
2322,200070.0206
2323,182341.739
2324,177563.5557
2325,222374.2814
2326,178537.8725
2327,215293.7407
2328,217697.0762
2329,182995.1702
2330,182162.5324
2331,320657.5323
2332,355259.2712
2333,305749.6492
2334,259514.9499
2335,260722.8835
2336,304182.2922
2337,211575.1497
2338,267571.3993
2339,246418.3741
2340,352693.4389
2341,222130.3892
2342,246977.08
2343,223113.7849
2344,238055.3004
2345,271562.0347
2346,233022.855
2347,208429.4464
2348,236750.4409
2349,149424.3873
2350,261702.0133
2351,252076.3852
2352,275786.6342
2353,243077.8907
2354,127900.86
2355,155281.9809
2356,141484.4358
2357,219562.3365
2358,187916.6947
2359,137286.3057
2360,107031.3947
2361,138957.6919
2362,255177.01
2363,134727.29
2364,161611.3198
2365,235262.3296
2366,216276.4398
2367,247659.5554
2368,208059.9703
2369,248610.6879
2370,168595.7734
2371,172127.5414
2372,210559.3086
2373,253017.1324
2374,280924.2569
2375,243420.3155
2376,280018.9718
2377,324579.373
2378,161623.3807
2379,223539.1742
2380,160374.749
2381,180548.2194
2382,217278.0784
2383,227199.2492
2384,231452.2246
2385,163961.6937
2386,143509.9576
2387,119940.6613
2388,111658.6929
2389,132700.5981
2390,138794.9826
2391,134511.5903
2392,107094.0504
2393,195056.2138
2394,159258.8026
2395,201753.5756
2396,162508.2726
2397,206898.5681
2398,123746.2184
2399,21754.1295
2400,12201.30922
2401,100263.2319
2402,125109.07
2403,196057.0372
2404,141988.645
2405,176396.4777
2406,134443.4635
2407,116003.1454
2408,140074.7699
2409,127144.8767
2410,203559.344
2411,109234.9826
2412,142701.51
2413,132811.2456
2414,120858.5498
2415,176717.3523
2416,151391.1253
2417,142283.6119
2418,108593.901
2419,120433.7635
2420,110706.7423
2421,128636.7434
2422,111146.7423
2423,93666.36708
2424,155438.4011
2425,243629.2505
2426,124219.0131
2427,109837.0301
2428,184623.4267
2429,106274.5543
2430,135279.7303
2431,125749.4316
2432,118176.925
2433,129222.3933
2434,134669.4671
2435,145716.8349
2436,86784.30978
2437,104451.1126
2438,109047.8671
2439,128255.7093
2440,165568.6088
2441,115162.6115
2442,110771.4795
2443,130228.0876
2444,130205.5207
2445,83418.19269
2446,144410.6498
2447,235402.6279
2448,160493.0236
2449,128926.0029
2450,182516.2971
2451,120114.6311
2452,243856.7081
2453,65608.13072
2454,88922.16238
2455,111069.958
2456,130930.1031
2457,116196.592
2458,133808.4948
2459,105179.2515
2460,170023.9489
2461,119690.5791
2462,131849.4283
2463,136082.0316
2464,199001.9782
2465,165865.1565
2466,141168.3801
2467,183366.2047
2468,111067.7713
2469,122057.8875
2470,214411.3636
2471,203425.7998
2472,216133.9103
2473,114985.2501
2474,104474.3751
2475,238548.3286
2476,115985.6107
2477,113489.9325
2478,168815.7206
2479,108352.8398
2480,133933.1682
2481,117832.3184
2482,121259.2568
2483,106066.0742
2484,128848.9322
2485,108557.6344
2486,141828.092
2487,204700.9448
2488,165010.3687
2489,172232.7091
2490,128707.3192
2491,83773.23546
2492,190691.2208
2493,137322.0927
2494,171225.2136
2495,92372.19306
2496,241567.8376
2497,166314.5294
2498,106095.8257
2499,63890.14023
2500,117674.9193
2501,141474.2763
2502,138057.1524
2503,105196.6537
2504,196310.78
2505,217120.3893
2506,276236.4768
2507,315291.6259
2508,276236.4768
2509,243011.9779
2510,246694.3455
2511,202515.1139
2512,212089.9994
2513,218064.8004
2514,244863.742
2515,138496.5996
2516,157265.6705
2517,115777.0121
2518,121973.5872
2519,219629.0575
2520,208664.6314
2521,205396.9892
2522,216446.8213
2523,122882.5042
2524,132583.4875
2525,134453.5018
2526,139928.8558
2527,107298.3753
2528,122067.8722
2529,123383.5352
2530,90681.63294
2531,235155.2117
2532,222202.1657
2533,208004.0303
2534,250348.789
2535,286772.2229
2536,224316.6106
2537,231441.9374
2538,192910.2243
2539,196552.7948
2540,181877.2863
2541,192491.9201
2542,146189.9011
2543,111527.2355
2544,116138.0186
2545,145700.7181
2546,172891.4794
2547,158745.8035
2548,164032.0109
2549,140854.6546
2550,599915.5495
2551,150146.0711
2552,113541.3366
2553,55900.99445
2554,111380.2795
2555,120906.7182
2556,73854.41466
2557,98634.62699
2558,175216.1966
2559,146054.3981
2560,139947.8778
2561,149869.8181
2562,145130.1823
2563,146779.0545
2564,203033.8894
2565,119212.8452
2566,123593.5721
2567,139324.5242
2568,202218.1294
2569,196113.1703
2570,141164.8605
2571,164419.8675
2572,206212.0502
2573,237623.187
2574,284030.3923
2575,159649.2722
2576,119673.811
2577,181055.5827
2578,97634.73012
2579,7466.162165
2580,138100.1623
2581,118090.3119
2582,110011.0806
2583,252727.9258
2584,172936.6837
2585,181806.3789
2586,214268.8784
2587,218017.2947
2588,156118.997
2589,158012.1528
2590,220506.7468
2591,215621.1499
2592,234064.8147
2593,248866.1858
2594,200826.5518
2595,227889.7621
2596,294971.0055
2597,196646.8838
2598,248827.8536
2599,339011.8709
2600,154171.2449
2601,150839.6749
2602,78330.48537
2603,74138.18294
2604,59852.31679
2605,78847.3952
2606,134240.779
2607,182617.1271
2608,176205.6856
2609,141907.1089
2610,79979.15211
2611,136185.2987
2612,144789.6808
2613,100203.6153
2614,105606.2314
2615,176395.423
2616,140947.4453
2617,212997.0293
2618,196052.3767
2619,247957.6118
2620,171313.5394
2621,176831.2975
2622,183095.5465
2623,253825.6874
2624,276850.3586
2625,317456.5851
2626,168438.9013
2627,220014.074
2628,337935.8806
2629,393286.0888
2630,313094.4638
2631,374556.1362
2632,337186.2845
2633,285342.1532
2634,323381.3601
2635,163424.5078
2636,215607.9416
2637,188048.0304
2638,236945.4146
2639,187683.0885
2640,164404.0828
2641,99929.58383
2642,192200.497
2643,143021.8028
2644,139335.7149
2645,121973.2611
2646,118045.8409
2647,125749.7572
2648,161383.691
2649,134875.4692
2650,167868.4072
2651,170772.1169
2652,343362.1877
2653,273991.1566
2654,259038.0562
2655,320874.1944
2656,301572.5591
2657,298032.3879
2658,267530.6337
2659,283915.5556
2660,301277.8651
2661,312386.7978
2662,309735.0342
2663,277679.4964
2664,274104.8572
2665,303637.3813
2666,282473.0821
2667,165157.403
2668,191845.8299
2669,181405.8487
2670,282527.8787
2671,191845.8299
2672,205037.8404
2673,216020.1742
2674,217799.7881
2675,191125.7988
2676,200220.6432
2677,193799.1449
2678,256017.5474
2679,269477.9616
2680,283009.7402
2681,346895.8483
2682,309703.2156
2683,386711.42
2684,299059.3194
2685,313471.8448
2686,254267.0638
2687,278835.4029
2688,244708.557
2689,228081.5859
2690,355552.4124
2691,184518.7072
2692,131206.2419
2693,214124.4839
2694,130340.5466
2695,205999.5086
2696,198159.499
2697,193832.9082
2698,182075.7689
2699,188873.5699
2700,173720.44
2701,157304.0784
2702,133894.1504
2703,164342.6184
2704,142228.6888
2705,114145.6836
2706,107334.0424
2707,126743.1269
2708,117262.3384
2709,89108.30194
2710,109709.6634
2711,283773.0446
2712,318185.7173
2713,193522.7606
2714,175067.8757
2715,170003.334
2716,167556.4313
2717,183123.0023
2718,250591.1818
2719,147125.2672
2720,206815.6813
2721,136972.5511
2722,162834.1152
2723,155067.123
2724,106042.7439
2725,118698.0137
2726,130542.8107
2727,174475.1583
2728,182494.6019
2729,141595.5381
2730,134546.435
2731,123824.7203
2732,115648.3619
2733,161609.8383
2734,159026.5932
2735,128031.5424
2736,138656.6737
2737,109271.629
2738,178950.7484
2739,175329.1783
2740,156426.378
2741,139868.1699
2742,177904.3293
2743,136757.1578
2744,149834.2116
2745,142960.9601
2746,115564.5552
2747,167432.0616
2748,126604.0107
2749,115939.3499
2750,119655.4131
2751,105649.1695
2752,254658.7929
2753,160319.576
2754,259036.6898
2755,166294.5264
2756,45779.52198
2757,64978.99132
2758,59225.18311
2759,172242.2593
2760,145656.3907
2761,149104.8117
2762,153216.0503
2763,205223.8268
2764,181882.6593
2765,263158.542
2766,115168.5089
2767,61117.32959
2768,139790.8234
2769,126865.2053
2770,184870.367
2771,105108.9978
2772,98001.35306
2773,171716.4755
2774,150813.3486
2775,122651.0835
2776,167228.8605
2777,191812.5507
2778,144131.2271
2779,150526.8911
2780,141450.3843
2781,101655.3344
2782,77094.89268
2783,72563.04097
2784,130938.6937
2785,149974.4651
2786,25708.38483
2787,141419.1724
2788,52854.61878
2789,235473.1452
2790,93351.50761
2791,131690.5626
2792,49613.77638
2793,170450.8316
2794,63905.32363
2795,118126.0201
2796,99357.76287
2797,243511.4249
2798,113694.976
2799,112409.2393
2800,76691.57174
2801,138111.3952
2802,129432.3783
2803,230566.0175
2804,141602.7048
2805,91968.794
2806,102650.77
2807,168141.5322
2808,138371.5799
2809,134078.4101
2810,119672.2168
2811,162250.3901
2812,159906.9945
2813,210251.8139
2814,208929.2053
2815,105519.2993
2816,247393.5567
2817,134071.0125
2818,118450.8171
2819,180532.8796
2820,127165.0184
2821,113234.323
2822,215309.7841
2823,307122.7965
2824,182674.9712
2825,136088.9556
2826,119546.1455
2827,166346.0764
2828,224497.4299
2829,224788.7917
2830,249589.8048
2831,199327.4456
2832,223150.8636
2833,269326.0977
2834,215981.6168
2835,230402.2897
2836,200630.0062
2837,187773.2956
2838,140170.9447
2839,170353.9606
2840,215763.0304
2841,207959.7844
2842,214086.8657
2843,144803.8673
2844,189295.7745
2845,104498.1044
2846,209566.6787
2847,184228.6851
2848,231533.4306
2849,215989.4389
2850,277242.5487
2851,227921.7785
2852,238859.5116
2853,223253.9516
2854,143677.8079
2855,212288.0046
2856,208592.7249
2857,200681.62
2858,207364.6788
2859,117552.1187
2860,120097.2305
2861,130039.1973
2862,206782.4986
2863,113262.7405
2864,243078.2018
2865,150146.0711
2866,208517.4502
2867,74566.26343
2868,166087.103
2869,123221.0731
2870,135661.4131
2871,86169.86214
2872,2434.165764
2873,93881.31806
2874,140132.5592
2875,148675.832
2876,172040.4376
2877,151205.8915
2878,184005.5488
2879,134075.93
2880,120466.2967
2881,158110.1498
2882,146873.9328
2883,210959.4986
2884,213592.307
2885,183092.9902
2886,179820.0511
2887,112028.0133
2888,164332.1044
2889,40369.5821
2890,62559.46306
2891,166899.4183
2892,8931.332682
2893,105488.8207
2894,21414.7312
2895,261037.1721
2896,254850.5347
2897,207270.9455
2898,210966.786
2899,243372.184
2900,171858.7132
2901,207890.8927
2902,187602.6676
2903,292647.5375
2904,312200.6419
2905,26984.674
2906,241379.4195
2907,106674.5007
2908,104900.217
2909,205427.6925
2910,42917.98449
2911,78330.48537
2912,137899.9468
2913,78847.3952
2914,59852.31679
2915,59852.31679
2916,78847.3952
2917,151715.3795
2918,92258.21233
2919,240735.6593
